Name,Ticker,"Sub-Sector","Market Cap","Percentage Buy Reco’s","Percentage Upside","No. of analysts with buy reco","Percentage Sell Reco's","Percentage Hold Reco's","Total no. of analysts"
Beacon Trusteeship Ltd,BEACON,"Diversified Financials","175.41030523","0",,"0","0","0",
Golkunda Diamonds and Jewellery Ltd,GOLKUNDIA,"Precious Metals, Jewellery & Watches","175.320714","0",,"0","0","0",
Alphalogic Industries Ltd,ALPHAIND,"Education Services","175.25424","0",,"0","0","0",
Bharat Gears Ltd,BHARATGEAR,"Auto Parts","174.786625214","0",,"0","0","0",
Neochem Bio Solutions Ltd,NEOCHEM,"Specialty Chemicals","174.374869305",,,,,,
Niraj Cement Structurals Ltd,NIRAJ,"Construction & Engineering","174.3074728","0",,"0","0","0",
Kanchi Karpooram Ltd,KANCHI,"Commodity Chemicals","174.168309645","0",,"0","0","0",
Kimia Biosciences Ltd,KIMIABL,"Pharmaceuticals","174.11088687999998","0",,"0","0","0",
Golden Crest Education & Services Ltd,GOLDENCREST,"Education Services","174.0291","0",,"0","0","0",
Global Ocean Logistics India Ltd,GLOBALLOG,"Logistics","173.60114582",,,,,,
Kamdhenu Ventures Ltd,KAMOPAINTS,"Commodity Chemicals","173.383","0",,"0","0","0",
Royal Arc Electrodes Ltd,ROYALARC,"Cables","173.16312","0",,"0","0","0",
Munish Forge Ltd,MUNISH,"Auto Parts","172.94483965499998",,,,,,
Shri Dinesh Mills Ltd,SHRIDINE,"Textiles","172.69394597000002","0",,"0","0","0",
Rajputana Industries Ltd,RAJINDLTD,"Metals - Copper","172.16625","0",,"0","0","0",
Durlax Top Surface Ltd,DURLAX,"Building Products - Ceramics","171.56793414","0",,"0","0","0",
DRS Dilip Roadlines Ltd,DRSDILIP,"Logistics","171.033586065","0",,"0","0","0",
Esconet Technologies Ltd,ESCONET,"IT Services & Consulting","171.02324448","0",,"0","0","0",
Credent Global Finance Ltd,CGFL,"Asset Management","170.67783570999998","0",,"0","0","0",
M Tek Copper Ltd,MCL,"Metals - Copper","170.6196408","0",,"0","0","0",
Mega Flex Plastics Ltd,MEGAFLEX,"Packaging","170.5622115","0",,"0","0","0",
South India Paper Mills Ltd,STHINPA,"Paper Products","170.2875","0",,"0","0","0",
GLEN Industries Ltd,GLEN,"Packaging","169.89733357",,,,,,
Ishan Dyes and Chemicals Ltd,ISHANCH,"Specialty Chemicals","169.614914164","0",,"0","0","0",
Kanishk Steel Industries Ltd,KANSHST,"Iron & Steel","169.59274533599998","0",,"0","0","0",
Rajputana Biodiesel Ltd,RAJPUTANA,"Oil & Gas - Refining & Marketing","169.50735","0",,"0","0","0",
HB Estate Developers Ltd,HBESD,"Real Estate","169.375529019","0",,"0","0","0",
Ameenji Rubber Ltd,AMEENJI,"Tires & Rubber","169.2564",,,,,,
Shradha AI Technologies Ltd,SHRAAITECH,"IT Services & Consulting","169.08201308","0",,"0","0","0",
Auro Laboratories Ltd,AUROLAB,"Pharmaceuticals","168.838425","0",,"0","0","0",
Bharat Road Network Ltd,BRNL,"Roads","168.82345","0",,"0","0","0",
S D Retail Ltd,SDREAMS,"Retail - Apparel","168.501474","0",,"0","0","0",
CP Capital Ltd,CPCAP,"Education Services","168.46661514000002","0",,"0","0","0",
Fractal Industries Ltd,FIL,"Conglomerates","168.083486805",,,,,,
GP Petroleums Ltd,GULFPETRO,"Commodity Chemicals","168.044526368","0",,"0","0","0",
Bambino Agro Industries Ltd,BAMBINO,"FMCG - Foods","167.14461602","0",,"0","0","0",
Jhaveri Credits and Capital Ltd,JHACC,"Investment Banking & Brokerage","167.04733295999998","0",,"0","0","0",
Ausom Enterprise Ltd,AUSOMENT,"Commodities Trading","166.97025331199998","0",,"0","0","0",
Aeron Composite Ltd,AERON,"Building Products - Others","166.796","0",,"0","0","0",
ATV Projects India Ltd,ATVPR,"Industrial Machinery","166.68247965","0",,"0","0","0",
LGB Forge Ltd,LGBFORGE,"Auto Parts","166.50352163699998","0",,"0","0","0",
National Fittings Ltd,NATFIT,"Iron & Steel","166.31306242","0",,"0","0","0",
Emerald Tyre Manufacturers Ltd,ETML,"Tires & Rubber","166.0372648","0",,"0","0","0",
Chemkart India Ltd,CHEMKART,"Specialty Chemicals","165.63531",,,,,,
Winsome Textile Industries Ltd,WINSOMTX,"Textiles","165.61592","0",,"0","0","0",
APT Packaging Ltd,APTPACK,"Plastic Products","165.50667267","0",,"0","0","0",
Super House Ltd,SUPERHOUSE,"Footwear","165.430125","0",,"0","0","0",
Empower India Ltd,EMPOWER,"Renewable Energy Equipment & Services","165.25939552","0",,"0","0","0",
Shree Krishna Paper Mills & Industries Ltd,SKPMIL,"Paper Products","164.964496","0",,"0","0","0",
Rama Vision Ltd,RAMAVISION,"FMCG - Personal Products","164.94352812","0",,"0","0","0",
Jeevan Scientific Technology Ltd,JSTL,"Labs & Life Sciences Services","164.9290302","0",,"0","0","0",
DEV Information Technology Ltd,DEVIT,"IT Services & Consulting","164.80749973599998","0",,"0","0","0",
Hannah Joseph Hospital Ltd,HANNAH,"Hospitals & Diagnostic Centres","164.767417017",,,,,,
OK Play India Ltd,OKPLA,"Industrial Machinery","164.40781095","0",,"0","0","0",
Sharp Chucks and Machines Ltd,SCML,"Industrial Machinery","164.10368544000002","0",,"0","0","0",
Tamboli Industries Ltd,TAMBOLIIN,"Industrial Machinery","164.0768","0",,"0","0","0",
Sadbhav Engineering Ltd,SADBHAV,"Construction & Engineering","164.0216848","0",,"0","0","0",
Flywings Simulator Training Centre Ltd,FWSTC,"Airlines","163.90264644",,,,,,
HDFC BSE Sensex ETF,HDFCSENSEX,"Equity","163.80679","0",,"0","0","0",
Tips Films Ltd,TIPSFILMS,"Movies & TV Serials","163.64284953","0",,"0","0","0",
Coral Laboratories Ltd,CORALAB,"Pharmaceuticals","163.178505","0",,"0","0","0",
QMS Medical Allied Services Ltd,QMSMEDI,"Hospitals & Diagnostic Centres","162.4345212","0",,"0","0","0",
Patels Airtemp (India) Ltd,PATELSAI,"Industrial Machinery","162.4114256","0",,"0","0","0",
AMJ Land Holdings Ltd,AMJLAND,"Real Estate","162.401","0",,"0","0","0",
Manas Properties Ltd,MANAS,"Real Estate","162.24","0",,"0","0","0",
IVP Ltd,IVP,"Commodity Chemicals","162.184286678","0",,"0","0","0",
Maheshwari Logistics Ltd,MAHESHWARI,"Logistics","162.165975748","0",,"0","0","0",
Smartlink Holdings Ltd,SMARTLINK,"Communication & Networking","161.684775","0",,"0","0","0",
Abate AS Industries Ltd,ABATEAS,"Health Care Equipment & Supplies","161.5466174",,,"0","0","0",
Emmbi Industries Ltd,EMMBI,"Packaging","161.4256975","0",,"0","0","0",
Global Pet Industries Ltd,GLOBALPET,"Industrial Machinery","161.31067848","0",,"0","0","0",
Esprit Stones Ltd,ESPRIT,"Construction & Engineering","161.29722","0",,"0","0","0",
Karbonsteel Engineering Ltd,KARBON,"Construction & Engineering","161.2167708",,,,,,
Energy-Mission Machineries (India) Ltd,EMMIL,"Industrial Machinery","160.8363","0",,"0","0","0",
Lactose (India) Ltd,LACTOSE,"Pharmaceuticals","160.824475","0",,"0","0","0",
Jaysynth Orgochem Ltd,JAYSYNTH,"Specialty Chemicals","160.6728078","0",,"0","0","0",
Gallard Steel Ltd,GALLARD,"Industrial Machinery","160.55",,,,,,
Natural Capsules Ltd,NATCAPSUQ,"Pharmaceuticals","160.341445452","0",,"0","0","0",
Indian Terrain Fashions Ltd,INDTERRAIN,"Apparel & Accessories","160.260881821","0",,"0","0","0",
Ecoplast Ltd,ECOPLAST,"Commodity Chemicals","160.238142125","0",,"0","0","0",
KPT Industries Ltd,KPT,"Industrial Machinery","160.174","0",,"0","0","0",
Machino Plastics Ltd,MACPLASQ,"Auto Parts","160.109112","0",,"0","0","0",
Incredible Industries Ltd,INCREDIBLE,"Iron & Steel","159.8384975","0",,"0","0","0",
Bhagwati Autocast Ltd,BGWTATO,"Iron & Steel","159.7339278","0",,"0","0","0",
Star Delta Transformers Ltd,STARDELTA,"Heavy Electrical Equipments","159.220614","0",,"0","0","0",
Enfuse Solutions Ltd,ENFUSE,"IT Services & Consulting","159.168324","0",,"0","0","0",
EPW India Ltd,EPWINDIA,"Electronic Equipments","158.99246",,,,,,
Archidply Industries Ltd,ARCHIDPLY,"Wood Products","158.939865","0",,"0","0","0",
Sanjivani Paranteral Ltd,SANJIVIN,"Pharmaceuticals","158.835999","0",,"0","0","0",
Shubhshree Biofuels Energy Ltd,SHUBHSHREE,"Renewable Energy","158.8326","0",,"0","0","0",
Galaxy Bearings Ltd,GALXBRG,"Heavy Machinery","158.7456","0",,"0","0","0",
Hindustan Adhesives Ltd,HINDADH,"Packaging","158.2215775","0",,"0","0","0",
Century Extrusions Ltd,CENTEXT,"Metals - Aluminium","157.76","0",,"0","0","0",
Marc Technocrats Ltd,MARC,"Business Support Services","157.37865147",,,,,,
Amba Enterprises Ltd,AEL,"Electrical Components & Equipments","157.3697664","0",,"0","0","0",
CAPTAIN PIPES Ltd,CAPPIPES,"Building Products - Others","157.3322752","0",,"0","0","0",
Indowind Energy Ltd (chennai),INDOWIND,"Renewable Energy","157.29912009","0",,"0","0","0",
Aksharchem (India) Ltd,AKSHARCHEM,"Specialty Chemicals","157.071184747","0",,"0","0","0",
Metroglobal Ltd,METROGLOBL,"Commodities Trading","156.979590625","0",,"0","0","0",
Available Finance Ltd,AVAILFC,"Specialized Finance","156.932906","0",,"0","0","0",
Chemtech Industrial Valves Ltd,CHEMTECH,"Industrial Machinery","156.883266497","0",,"0","0","0",
LKP Securities Ltd,LKPSEC,"Diversified Financials","156.563508498","0",,"0","0","0",
Digicontent Ltd,DGCONTENT,"Online Services","156.428447016","0",,"0","0","0",
Kritika Wires Ltd,KRITIKA,"Iron & Steel","156.30636","0",,"0","0","0",
Winsol Engineers Ltd,WINSOL,"Construction & Engineering","156.244284","0",,"0","0","0",
Xelpmoc Design and Tech Ltd,XELPMOC,"IT Services & Consulting","156.238247601","0",,"0","0","0",
Rathi Steel and Power Ltd,RATHIST,"Iron & Steel","155.971585224","0",,"0","0","0",
Autoriders International Ltd,AUTOINT,"Tour & Travel Services","155.9590362","0",,"0","0","0",
Kore Digital Ltd,KDL,"Telecom Infrastructure","155.95128","0",,"0","0","0",
Baid Finserv Ltd,BAIDFIN,"Consumer Finance","155.507659428","0",,"0","0","0",
Avi Ansh Textile Ltd,AVIANSH,"Textiles","155.49334625","0",,"0","0","0",
Umiya Buildcon Ltd,UMIYA-MRO,"Real Estate","155.343781028","0",,"0","0","0",
Bansal Roofing Products Ltd,BRPL,"Building Products - Glass","155.23218","0",,"0","0","0",
Milkfood Ltd,MLKFOOD,"FMCG - Foods","155.14273752","0",,"0","0","0",
Trustedge Capital Ltd,TRUSTEDGE,"Specialized Finance","155.0308704","0",,"0","0","0",
JK Agri Genetics Ltd,JK AGRI,"Seeds","154.944118645","0",,"0","0","0",
Shri Bajrang Alliance Ltd,SHBAJRG,"Iron & Steel","154.665","0",,"0","0","0",
Aayush Wellness Ltd,AAYUSH,"Wellness Services","154.337957529","0",,"0","0","0",
Bharat Agri Fert & Realty Ltd,BHARATAGRI,"Commodity Chemicals","154.3369212","0",,"0","0","0",
Resonance Specialties Ltd,RESONANCE,"Specialty Chemicals","153.962328","0",,"0","0","0",
K V Toys India Ltd,KVTOYS,"Building Products - Glass","153.8914",,,,,,
DHP India Ltd,DHPIND,"Industrial Machinery","153.885","0",,"0","0","0",
Jyoti Ltd,JYOTI,"Heavy Electrical Equipments","153.819995108","0",,"0","0","0",
Methodhub Software Ltd,METHODHUB,"Software Services","153.806045358",,,,,,
Motilal Oswal Nifty Midcap 100 ETF,MOM100,"Equity","153.6408456","0",,"0","0","0",
Dcm Ltd,DCM,"Conglomerates","153.53109677999998","0",,"0","0","0",
B D Industries (Pune) Ltd,BDI,"Plastic Products","152.8996",,,,,,
Sonal Mercantile Ltd,SONAL,"Diversified Financials","152.5732108","0",,"0","0","0",
Alpine Housing Development Corporation Ltd,ALPINEHOU,"Real Estate","152.533102582","0",,"0","0","0",
Equippp Social Impact Technologies Ltd,EQUIPPP,"IT Services & Consulting","152.065456875","0",,"0","0","0",
Jeyyam Global Foods Ltd,JEYYAM,"FMCG - Foods","151.9896192","0",,"0","0","0",
CCME Global Ltd,CCME,"Biotechnology","151.97",,,"0","0","0",
North Eastern Carrying Corporation Ltd,NECCLTD,"Logistics","151.7","0",,"0","0","0",
Yashhtej Industries (India) Ltd,YASHHTEJ,"Agro Products","151.3329372",,,,,,
VL E-Governance & IT Solutions Ltd,VLEGOV,"IT Services & Consulting","151.072701297","0",,"0","0","0",
Gujarat Inject Kerala Ltd,GUJINJEC,"Diversified Chemicals","151.03119","0",,"0","0","0",
Jay Ambe Supermarkets Ltd,CITYSQUARE,"Retail - Speciality","150.91481823",,,,,,
Prajay Engineers Syndicate Ltd,PRAENG,"Construction & Engineering","150.641693814","0",,"0","0","0",
Modern Threads (India) Ltd,MODTHREAD,"Textiles","150.54166764000001","0",,"0","0","0",
Kotak Nifty PSU Bank ETF,PSUBANK,"Equity","150.28611015","0",,"0","0","0",
Ruchi Infrastructure Ltd,RUCHINFRA,"Agro Products","150.11186311199998","0",,"0","0","0",
Indbank Merchant Banking Services Ltd,INDBANK,"Investment Banking & Brokerage","150.0870724","0",,"0","0","0",
MITCON Consultancy & Engineering Services Ltd,MITCON,"Education Services","149.745957167","0",,"0","0","0",
Raaj Medisafe India Ltd,RAAJMEDI,"Health Care Equipment & Supplies","149.4612392","0",,"0","0","0",
Keynote Financial Services Ltd,KEYFINSERV,"Investment Banking & Brokerage","148.824040195","0",,"0","0","0",
Jay Jalaram Technologies Ltd,KORE,"Electrical Components & Equipments","148.713125","0",,"0","0","0",
Suraj Industries Ltd,SURJIND,"Packaged Foods & Meats","148.435866648","0",,"0","0","0",
Tilak Ventures Ltd,TILAK,"Diversified Financials","148.417036398","0",,"0","0","0",
Ikoma Technologies Ltd,IKOMA,"Communication & Networking","148.3735925","0",,"0","0","0",
Suryalata Spinning Mills Ltd,SURYALA,"Textiles","148.0649","0",,"0","0","0",
Bluegod Entertainment Ltd,BLUEGOD,"Movies & TV Serials","147.720635832","0",,"0","0","0",
VJTF Eduservices Ltd,VJTFEDU,"Education Services","147.664","0",,"0","0","0",
Ecoboard Industries Ltd,ECOBOAR,"Building Products - Laminates","147.552200275","0",,"0","0","0",
Hindprakash Industries Ltd,HPIL,"Diversified Chemicals","147.51953243","0",,"0","0","0",
Barflex Polyfilms Ltd,BARFLEX,"Packaging","147.25655","0",,"0","0","0",
Duroply Industries Ltd,DUROPLY,"Paper Products","146.9944379","0",,"0","0","0",
Renol Polychem Ltd,RNPL,"Specialty Chemicals","146.88663560999998",,,,,,
East India Drums and Barrels Manufacturing Ltd,EASTINDIA,"Packaging","146.85575674","0",,"0","0","0",
Gujarat Intrux Ltd,GUJINTRX,"Iron & Steel","146.7731925","0",,"0","0","0",
Jayesh Logistics Ltd,JAYESH,"Logistics","146.45091565",,,,,,
Brooks Laboratories Ltd,BROOKS,"Labs & Life Sciences Services","145.842834848","0",,"0","0","0",
California Software Company Ltd,CALSOFT,"IT Services & Consulting","145.707514484","0",,"0","0","0",
Bilcare Ltd,BI,"Packaging","145.697889428","0",,"0","0","0",
Shri Gang Industries and Allied Products Ltd,SHRIGANG,"Packaged Foods & Meats","145.39446","0",,"0","0","0",
Salona Cotspin Ltd,SALONA,"Textiles","145.163304","0",,"0","0","0",
Mangalam Seeds Ltd,MSL,"Seeds","144.99298639","0",,"0","0","0",
IP Rings Ltd,IPRINGLTD,"Auto Parts","144.88513695","0",,"0","0","0",
Avatar Industries Ltd,AVATAR,"Auto Parts","144.74546555","0",,"0","0","0",
Dev Labtech Venture Ltd,DEVLAB,"Hospitals & Diagnostic Centres","144.49303302","0",,"0","0","0",
Meta Infotech Ltd,METAINFO,"Software Services","143.876268",,,,,,
Duncan Engineering Ltd,DUNCANENG,"Auto Parts","143.8668","0",,"0","0","0",
Alpa Laboratories Ltd,ALPA,"Pharmaceuticals","143.5389732","0",,"0","0","0",
Eyantra Ventures Ltd,EY,"Business Support Services","143.23066875","0",,"0","0","0",
Dhunseri Tea & Industries Ltd,DTIL,"Tea & Coffee","143.132170594","100","-86.05197474673322","1","0","0","1"
Alphageo (India) Ltd,ALPHAGEO,"Oil & Gas - Equipment & Services","143.10542122799998","0",,"0","0","0",
W H Brady & Company Ltd,WHBRADY,"Heavy Machinery","143.055","0",,"0","0","0",
SBEC Sugar Ltd,SBECSUG,"Sugar","142.96164","0",,"0","0","0",
Siddhika Coatings Ltd,SIDDHIKA,"Construction & Engineering","142.951165","0",,"0","0","0",
Signet Industries Ltd,SIGIND,"Plastic Products","142.76945","0",,"0","0","0",
PRO FX Tech Ltd,PROFX,"Electronic Equipments","142.21744875",,,,,,
Refex Renewables & Infrastructure Ltd,REFEXRENEW,"Renewable Energy","141.662462825","0",,"0","0","0",
IBL Finance Ltd,IBLFL,"Consumer Finance","141.08835825","0",,"0","0","0",
NSB BPO Solutions Ltd,NSBBPO,"Business Support Services","140.80678065",,,,,,
Magnum Ventures Ltd,MAGNUM,"Paper Products","140.653667752","0",,"0","0","0",
Lagnam Spintex Ltd,LAGNAM,"Textiles","140.592233","0",,"0","0","0",
ARCL Organics Ltd,ARCL,"Specialty Chemicals","140.48","0",,"0","0","0",
Vital Chemtech Ltd,VITAL,"Commodity Chemicals","140.3294949","0",,"0","0","0",
Sir Shadi Lal Enterprises Ltd,SSLEL,"Sugar","139.93875","0",,"0","0","0",
Gabriel Pet Straps Ltd,GPSL,"Plastic Products","139.8768228","0",,"0","0","0",
Maximus International Ltd,MAXIMUS,"Commodities Trading","139.845008","0",,"0","0","0",
N R Vandana Tex Industries Ltd,NRVANDANA,"Textiles","139.768854",,,,,,
Positron Energy Ltd,POSITRON,"Oil & Gas - Equipment & Services","139.619348","0",,"0","0","0",
Premier Roadlines Ltd,PRLIND,"Logistics","139.4615367","0",,"0","0","0",
Crown Lifters Ltd,CROWN,"Heavy Machinery","139.30021","0",,"0","0","0",
Alan Scott Enterprises Ltd,ALANSCOTT,"Movies & TV Serials","139.2233165","0",,"0","0","0",
Rapid Fleet Management Services Ltd,RAPIDFLEET,"Logistics","138.361628","0",,"0","0","0",
Binayak Tex Processors Ltd,ZBINTXPP,"Textiles","138.34785","0",,"0","0","0",
Avro India Ltd,AVROIND,"Plastic Products","138.3307134","0",,"0","0","0",
Enser Communications Ltd,ENSER,"IT Services & Consulting","138.14953515","0",,"0","0","0",
Swadeshi Polytex Ltd,SWADPOL,"Real Estate","137.67","0",,"0","0","0",
Ashapuri Gold Ornament Ltd,AGOL,"Precious Metals, Jewellery & Watches","137.658957058","0",,"0","0","0",
Shah Alloys Ltd,SHAHALLOYS,"Iron & Steel","137.25634482","0",,"0","0","0",
Tyche Industries Ltd,TYCHE,"Pharmaceuticals","137.09375","0",,"0","0","0",
Expo Engineering and Projects Ltd,EXPOEAPL,"Agricultural & Farm Machinery","136.7784","0",,"0","0","0",
Elnet Technologies Ltd,ELNET,"Real Estate","136.500238875","0",,"0","0","0",
Latteys Industries Ltd,LATTEYS,"Industrial Machinery","136.322601075","0",,"0","0","0",
Reliable Data Services Ltd,RELIABLE,"Outsourced services","136.31688","0",,"0","0","0",
Elfin Agro India Ltd,ELFIN,"FMCG - Foods","136.227525",,,,,,
Master Components Ltd,MASTER,"Plastic Products","136","0",,"0","0","0",
G. G. Automotive Gears Ltd,GGAUTO,"Auto Parts","135.9639","0",,"0","0","0",
Upsurge Investment and Finance Ltd,UPSURGE,"Diversified Financials","135.91268","0",,"0","0","0",
KHFM Hospitality and Facility Management Services Ltd,KHFM,"Business Support Services","135.8529792","0",,"0","0","0",
Maha Rashtra Apex Corporation Ltd,MAHAPEXLTD,"Consumer Finance","135.56403952","0",,"0","0","0",
Bengal Tea & Fabrics Ltd,BENGALT,"Textiles","135.54007425","0",,"0","0","0",
Manilam Industries India Ltd,MANILAM,"Building Products - Laminates","135.4576",,,,,,
Krishanveer Forge Ltd,KVFORGE,"Metals - Diversified","135.375075","0",,"0","0","0",
Polson Ltd,POLSON,"Commodity Chemicals","135.3","0",,"0","0","0",
Balaxi Pharmaceuticals Ltd,BALAXI,"Health Care Equipment & Supplies","135.2031675","0",,"0","0","0",
Mayasheel Ventures Ltd,MAYASHEEL,"Roads","135.05625",,,,,,
Harshdeep Hortico Ltd,HARSHDEEP,"Housewares","134.81994062","0",,"0","0","0",
Retaggio Industries Ltd,RETAGGIO,"Precious Metals, Jewellery & Watches","134.799504","0",,"0","0","0",
Viram Suvarn Ltd,VSL,"Precious Metals, Jewellery & Watches","134.791998264","0",,"0","0","0",
Usha Financial Services Ltd,USHAFIN,"Consumer Finance","134.7733122","0",,"0","0","0",
Virat Leasing Ltd,VLL,"Diversified Financials","134.73759","0",,"0","0","0",
Pmc Fincorp Ltd,PMCFIN,"Diversified Financials","134.5834224","0",,"0","0","0",
Eppeltone Engineers Ltd,EEPL,"Electrical Components & Equipments","134.452862",,,,,,
SNL Bearings Ltd,SNL,"Industrial Machinery","134.3131726","0",,"0","0","0",
Praxis Home Retail Ltd,PRAXIS,"Home Furnishing","134.15641562000002","0",,"0","0","0",
Lakshya Powertech Ltd,LAKSHYA,"Construction & Engineering","134.116136","0",,"0","0","0",
National Plastic Technologies Ltd,NATPLASTI,"Plastic Products","133.93600155","0",,"0","0","0",
Texmo Pipes and Products Ltd,TEXMOPIPES,"Plastic Products","133.88827","0",,"0","0","0",
Intrasoft Technologies Ltd,ISFT,"Retail - Online","133.82100631199998","0",,"0","0","0",
Sambhaav Media Ltd,SAMBHAAV,"Publishing","133.777588","0",,"0","0","0",
Indian Phosphate Ltd,IPHL,"Commodity Chemicals","133.69440815","0",,"0","0","0",
Uravi Defence and Technology Ltd,URAVIDEF,"Electrical Components & Equipments","133.6422","0",,"0","0","0",
Panth Infinity Ltd,PANTH,"Commodities Trading","133.40225593800002","0",,"0","0","0",
Globus Power Generation Ltd,GLOBUSCON,"Power Generation","133.38255104","0",,"0","0","0",
Kay Cee Energy & Infra Ltd,KCEIL,"Construction & Engineering","133.2416","0",,"0","0","0",
Mauria Udyog Ltd,MUL,"Gas Distribution","133.2","0",,"0","0","0",
Lakshmi Engineering and Warehousing Ltd,LAKSHMIEW,"Logistics","133.148125","0",,"0","0","0",
Kifs Financial Services Ltd,KIFS,"Specialized Finance","133.11549","0",,"0","0","0",
Aaradhya Disposal Industries Ltd,AARADHYA,"Paper Products","132.8972",,,,,,
Pioneer Investcorp Ltd,PIONRINV,"Investment Banking & Brokerage","132.855794032","0",,"0","0","0",
Aartech Solonics Ltd,AARTECH,"Electrical Components & Equipments","132.831937875","0",,"0","0","0",
Ovobel Foods Ltd,OVOBELE,"Packaged Foods & Meats","132.678672","0",,"0","0","0",
Narmada Agrobase Ltd,NARMADA,"Agro Products","132.587714505","0",,"0","0","0",
Chemcrux Enterprises Ltd,CHEMCRUX,"Commodity Chemicals","132.56873568","0",,"0","0","0",
Dharni Capital Services Ltd,DHARNI,"Specialized Finance","132.405","0",,"0","0","0",
Coral India Finance and Housing Ltd,CORALFINAC,"Real Estate","132.150995775","0",,"0","0","0",
Bright Brothers Ltd,BRIGHTBR,"Commodity Chemicals","132.06546375","0",,"0","0","0",
Bhadora Industries Ltd,BHADORA,"Cables","132.06",,,,,,
HEC Infra Projects Ltd,HECPROJECT,"Electrical Components & Equipments","131.88956904","0",,"0","0","0",
BIOPOL CHEMICALS LIMITED,BIOPOL,"Specialty Chemicals","131.82588",,,,,,
Achyut Healthcare Ltd,ACHYUT,"Pharmaceuticals","130.815494","0",,"0","0","0",
Somi Conveyor Beltings Ltd,SOMICONVEY,"Industrial Machinery","130.601046072","0",,"0","0","0",
Vibrant Global Capital Ltd,VGCL,"Diversified Financials","130.38880695999998","0",,"0","0","0",
Nephro Care India Ltd,NEPHROCARE,"Hospitals & Diagnostic Centres","130.160128","0",,"0","0","0",
Apollo Techno Industries Ltd,ATIL,"Construction & Engineering","130.072878",,,,,,
Kanoria Energy & Infrastructure Ltd,KEIL,"Building Products - Others","130.069385","0",,"0","0","0",
Rockingdeals Circular Economy Ltd,ROCKINGDCE,"Technology Hardware","130.03732","0",,"0","0","0",
Sampann Utpadan India Ltd,SAMPANN,"Commodity Chemicals","130.02984","0",,"0","0","0",
ResGen Ltd,RESGEN,"Oil & Gas - Refining & Marketing","130.024025","0",,"0","0","0",
Anka India Ltd,ANKIN,"IT Services & Consulting","129.99014717","0",,"0","0","0",
Apollo Finvest (India) Ltd,APOLLOFI,"Diversified Financials","129.729050115","0",,"0","0","0",
Aztec Fluids & Machinery Ltd,AZTEC,"Industrial Machinery","129.608","0",,"0","0","0",
Rappid Valves (India) Ltd,RAPPID,"Industrial Machinery","129.5400008","0",,"0","0","0",
Rudrabhishek Enterprises Ltd,REPL,"Real Estate","129.285915","0",,"0","0","0",
Premco Global Ltd,PREMCO,"Apparel & Accessories","129.234204","0",,"0","0","0",
Smruthi Organics Ltd,SMRUTHIORG,"Pharmaceuticals","128.9996883","0",,"0","0","0",
Focus Business Solution Ltd,FOCUS,"Business Support Services","128.9820948","0",,"0","0","0",
Aluwind Infra-Tech Ltd,ALUWIND,"Building Products - Others","128.9581098","0",,"0","0","0",
Gujjubhai Industries Ltd,SUMUKA,"FMCG - Foods","128.88852795","0",,"0","0","0",
Sanco Trans Ltd,SANCTRN,"Logistics","128.7","0",,"0","0","0",
Star Imaging and Path Lab Ltd,STARIMAGIN,"Hospitals & Diagnostic Centres","128.62928",,,,,,
Lahoti Overseas Ltd,LAHOTIOV,"Textiles","128.6171435","0",,"0","0","0",
EMIAC Technologies Ltd,EMIAC,"Advertising","128.491848755",,,,,,
Reganto Enterprises Ltd,REGANTO,"Electronic Equipments","128.45355988","0",,"0","0","0",
Tarmat Ltd,TARMAT,"Construction & Engineering","128.3289856","0",,"0","0","0",
SecMark Consultancy Ltd,SECMARK,"IT Services & Consulting","128.195137","0",,"0","0","0",
Modulex Construction Technologies Ltd,MODULEX,"Construction & Engineering","128.13974729400002","0",,"0","0","0",
Shyam Dhani Industries Ltd,SHYAMDHANI,"FMCG - Foods","128.0672",,,,,,
Cubex Tubings Ltd,CUBEXTUB,"Metals - Copper","127.98299855","0",,"0","0","0",
Garware Offshore Services Ltd,GARWAOFFS,"Oil & Gas - Equipment & Services","127.83123599400001","0",,"0","0","0",
Surana Solar Ltd,SURANASOL,"Renewable Energy Equipment & Services","127.7895402","0",,"0","0","0",
Greenchef Appliances Ltd,GREENCHEF,"Home Electronics & Appliances","127.6460424","0",,"0","0","0",
Tirupati Starch & Chemicals Ltd,TIRUSTA,"Commodity Chemicals","127.5366393","0",,"0","0","0",
Weizmann Ltd,WEIZMANIND,"Textiles","127.51440195999999","0",,"0","0","0",
Vaxfab Enterprises Ltd,VEL,"Textiles","127.344625","0",,"0","0","0",
Aesthetik Engineers Ltd,AESTHETIK,"Construction & Engineering","127.343194125","0",,"0","0","0",
Dollex Agrotech Ltd,DOLLEX,"Sugar","127.236928","0",,"0","0","0",
Bal Pharma Ltd,BALPHARMA,"Pharmaceuticals","127.175925536","0",,"0","0","0",
Vipul Ltd,VIPULLTD,"Real Estate","127.14545095999999","0",,"0","0","0",
Raja Bahadur International Ltd,RAJABAH,"Real Estate","127.1125","0",,"0","0","0",
Excel Realty N Infra Ltd,LANDSMILL,"Business Support Services","126.96255495","0",,"0","0","0",
Purv Flexipack Ltd,PURVFLEXI,"Plastic Products","126.84072375","0",,"0","0","0",
Godavari Drugs Ltd,GODAVARI,"Pharmaceuticals","126.643574675","0",,"0","0","0",
Meera Industries Ltd,MEERA,"Industrial Machinery","126.629162968","0",,"0","0","0",
